Category_Type,Main_Category,Subcategory,Rank,Word,Count,Percentage,Total_Words_in_Category,Total_Segments
Subcategory,Description,Indigenous,29,terra,3,0.33,898,60
Subcategory,Description,Indigenous,30,guardava,3,0.33,898,60
Subcategory,Description,Indigenous,31,mano,3,0.33,898,60
Subcategory,Description,Indigenous,32,stava,3,0.33,898,60
Subcategory,Description,Indigenous,33,animale,3,0.33,898,60
Subcategory,Description,Indigenous,34,lavarsi,3,0.33,898,60
Subcategory,Description,Indigenous,35,pelle,3,0.33,898,60
Subcategory,Description,Indigenous,36,chiara,3,0.33,898,60
Subcategory,Description,Indigenous,37,turbante,3,0.33,898,60
Subcategory,Description,Indigenous,38,soltanto,3,0.33,898,60
Subcategory,Description,Indigenous,39,grandi,3,0.33,898,60
Subcategory,Description,Indigenous,40,più,3,0.33,898,60
Subcategory,Description,Indigenous,41,teneva,3,0.33,898,60
Subcategory,Description,Indigenous,42,sempre,3,0.33,898,60
Subcategory,Description,Indigenous,43,socchiusi,3,0.33,898,60
Subcategory,Description,Indigenous,44,volto,3,0.33,898,60
Subcategory,Description,Indigenous,45,quelle,3,0.33,898,60
Subcategory,Description,Indigenous,46,bimbo,3,0.33,898,60
Subcategory,Description,Indigenous,47,lungo,3,0.33,898,60
Subcategory,Description,Indigenous,48,là,3,0.33,898,60
Subcategory,Description,Indigenous,49,ai,3,0.33,898,60
Subcategory,Description,Indigenous,50,qualche,3,0.33,898,60
Subcategory,Description,Indigenous,51,seduto,2,0.22,898,60
Subcategory,Description,Indigenous,52,s,2,0.22,898,60
Subcategory,Description,Indigenous,53,appoggiato,2,0.22,898,60
Subcategory,Description,Indigenous,54,proprio,2,0.22,898,60
Subcategory,Description,Indigenous,55,me,2,0.22,898,60
Subcategory,Description,Indigenous,56,lavandosi,2,0.22,898,60
Subcategory,Description,Indigenous,57,buon,2,0.22,898,60
Subcategory,Description,Indigenous,58,domestico,2,0.22,898,60
Subcategory,Description,Indigenous,59,alzava,2,0.22,898,60
Subcategory,Description,Indigenous,60,acqua,2,0.22,898,60
Subcategory,Description,Indigenous,61,cadere,2,0.22,898,60
Subcategory,Description,Indigenous,62,gesto,2,0.22,898,60
Subcategory,Description,Indigenous,63,quasi,2,0.22,898,60
Subcategory,Description,Indigenous,64,corpo,2,0.22,898,60
Subcategory,Description,Indigenous,65,specie,2,0.22,898,60
Subcategory,Description,Indigenous,66,bianco,2,0.22,898,60
Subcategory,Description,Indigenous,67,ventre,2,0.22,898,60
Subcategory,Description,Indigenous,68,accorsi,2,0.22,898,60
Subcategory,Description,Indigenous,69,giovane,2,0.22,898,60
Subcategory,Description,Indigenous,70,potevo,2,0.22,898,60
Subcategory,Description,Indigenous,71,noia,2,0.22,898,60
Subcategory,Description,Indigenous,72,calda,2,0.22,898,60
Subcategory,Description,Indigenous,73,vedevo,2,0.22,898,60
Subcategory,Description,Indigenous,74,sangue,2,0.22,898,60
Subcategory,Description,Indigenous,75,denso,2,0.22,898,60
Subcategory,Description,Indigenous,76,questa,2,0.22,898,60
Subcategory,Description,Indigenous,77,così,2,0.22,898,60
Subcategory,Description,Indigenous,78,coi,2,0.22,898,60
Subcategory,Description,Indigenous,79,allora,2,0.22,898,60
Subcategory,Description,Indigenous,80,pupille,2,0.22,898,60
Subcategory,Description,Landscape,1,e,143,5.86,2442,140
Subcategory,Description,Landscape,2,che,66,2.7,2442,140
Subcategory,Description,Landscape,3,era,49,2.01,2442,140
Subcategory,Description,Landscape,4,non,33,1.35,2442,140
Subcategory,Description,Landscape,5,l,26,1.06,2442,140
Subcategory,Description,Landscape,6,più,26,1.06,2442,140
Subcategory,Description,Landscape,7,i,24,0.98,2442,140
Subcategory,Description,Landscape,8,si,23,0.94,2442,140
Subcategory,Description,Landscape,9,erano,23,0.94,2442,140
Subcategory,Description,Landscape,10,ma,19,0.78,2442,140
Subcategory,Description,Landscape,11,c,18,0.74,2442,140
Subcategory,Description,Landscape,12,alberi,15,0.61,2442,140
Subcategory,Description,Landscape,13,fiume,14,0.57,2442,140
Subcategory,Description,Landscape,14,mi,14,0.57,2442,140
Subcategory,Description,Landscape,15,come,13,0.53,2442,140
Subcategory,Description,Landscape,16,quella,13,0.53,2442,140
Subcategory,Description,Landscape,17,sempre,12,0.49,2442,140
Subcategory,Description,Landscape,18,sole,12,0.49,2442,140
Subcategory,Description,Landscape,19,valle,11,0.45,2442,140
Subcategory,Description,Landscape,20,cielo,11,0.45,2442,140
Subcategory,Description,Landscape,21,dell,11,0.45,2442,140
Subcategory,Description,Landscape,22,forse,11,0.45,2442,140
Subcategory,Description,Landscape,23,sentiero,11,0.45,2442,140
Subcategory,Description,Landscape,24,anche,10,0.41,2442,140
Subcategory,Description,Landscape,25,senza,10,0.41,2442,140
Subcategory,Description,Landscape,26,ancora,9,0.37,2442,140
Subcategory,Description,Landscape,27,sotto,9,0.37,2442,140
Subcategory,Description,Landscape,28,perché,9,0.37,2442,140
Subcategory,Description,Landscape,29,molto,9,0.37,2442,140
Subcategory,Description,Landscape,30,notte,9,0.37,2442,140
Subcategory,Description,Landscape,31,già,9,0.37,2442,140
Subcategory,Description,Landscape,32,là,8,0.33,2442,140
Subcategory,Description,Landscape,33,qualche,8,0.33,2442,140
Subcategory,Description,Landscape,34,due,8,0.33,2442,140
Subcategory,Description,Landscape,35,vedevo,8,0.33,2442,140
Subcategory,Description,Landscape,36,quel,8,0.33,2442,140
Subcategory,Description,Landscape,37,quell,7,0.29,2442,140
Subcategory,Description,Landscape,38,nemmeno,7,0.29,2442,140
Subcategory,Description,Landscape,39,aveva,7,0.29,2442,140
Subcategory,Description,Landscape,40,boscaglia,7,0.29,2442,140
Subcategory,Description,Landscape,41,stava,7,0.29,2442,140
Subcategory,Description,Landscape,42,prima,7,0.29,2442,140
Subcategory,Description,Landscape,43,all,7,0.29,2442,140
Subcategory,Description,Landscape,44,ora,7,0.29,2442,140
Subcategory,Description,Landscape,45,suo,7,0.29,2442,140
Subcategory,Description,Landscape,46,piazza,7,0.29,2442,140
Subcategory,Description,Landscape,47,spiazzo,7,0.29,2442,140
Subcategory,Description,Landscape,48,sua,6,0.25,2442,140
Subcategory,Description,Landscape,49,appariva,6,0.25,2442,140
Subcategory,Description,Landscape,50,ciglio,6,0.25,2442,140
Subcategory,Description,Landscape,51,montagne,6,0.25,2442,140
Subcategory,Description,Landscape,52,strada,6,0.25,2442,140
Subcategory,Description,Landscape,53,se,6,0.25,2442,140
Subcategory,Description,Landscape,54,quelle,6,0.25,2442,140
Subcategory,Description,Landscape,55,coccodrillo,5,0.2,2442,140
Subcategory,Description,Landscape,56,luce,5,0.2,2442,140
Subcategory,Description,Landscape,57,dopo,5,0.2,2442,140
Subcategory,Description,Landscape,58,d,5,0.2,2442,140
Subcategory,Description,Landscape,59,quasi,5,0.2,2442,140
Subcategory,Description,Landscape,60,s,5,0.2,2442,140
Subcategory,Description,Landscape,61,primo,5,0.2,2442,140
Subcategory,Description,Landscape,62,giorno,5,0.2,2442,140
Subcategory,Description,Landscape,63,loro,5,0.2,2442,140
Subcategory,Description,Landscape,64,dove,5,0.2,2442,140
Subcategory,Description,Landscape,65,anzi,5,0.2,2442,140
Subcategory,Description,Landscape,66,aria,5,0.2,2442,140
Subcategory,Description,Landscape,67,fondo,5,0.2,2442,140
Subcategory,Description,Landscape,68,avevo,5,0.2,2442,140
Subcategory,Description,Landscape,69,dall,5,0.2,2442,140
Subcategory,Description,Landscape,70,sembrava,5,0.2,2442,140
Subcategory,Description,Landscape,71,avrei,5,0.2,2442,140
Subcategory,Description,Landscape,72,affluente,5,0.2,2442,140
Subcategory,Description,Landscape,73,mulo,5,0.2,2442,140
Subcategory,Description,Landscape,74,piante,4,0.16,2442,140
Subcategory,Description,Landscape,75,o,4,0.16,2442,140
Subcategory,Description,Landscape,76,ogni,4,0.16,2442,140
Subcategory,Description,Landscape,77,parte,4,0.16,2442,140
Subcategory,Description,Landscape,78,verso,4,0.16,2442,140
Subcategory,Description,Landscape,79,poche,4,0.16,2442,140
Subcategory,Description,Landscape,80,acqua,4,0.16,2442,140
Subcategory,Description,Soldier,1,e,32,5.79,553,33
Subcategory,Description,Soldier,2,che,22,3.98,553,33
Subcategory,Description,Soldier,3,era,15,2.71,553,33
Subcategory,Description,Soldier,4,suo,9,1.63,553,33
Subcategory,Description,Soldier,5,si,8,1.45,553,33
Subcategory,Description,Soldier,6,aveva,6,1.08,553,33
Subcategory,Description,Soldier,7,uomo,6,1.08,553,33
Subcategory,Description,Soldier,8,l,5,0.9,553,33
Subcategory,Description,Soldier,9,sua,5,0.9,553,33
Subcategory,Description,Soldier,10,occhi,5,0.9,553,33
Subcategory,Description,Soldier,11,ancora,4,0.72,553,33
Subcategory,Description,Soldier,12,non,4,0.72,553,33
Subcategory,Description,Soldier,13,più,4,0.72,553,33
Subcategory,Description,Soldier,14,forse,3,0.54,553,33
Subcategory,Description,Soldier,15,s,3,0.54,553,33
Subcategory,Description,Soldier,16,grosso,3,0.54,553,33
Subcategory,Description,Soldier,17,mani,3,0.54,553,33
Subcategory,Description,Soldier,18,dietro,3,0.54,553,33
Subcategory,Description,Soldier,19,ma,3,0.54,553,33
Subcategory,Description,Soldier,20,anche,3,0.54,553,33
Subcategory,Description,Soldier,21,testa,3,0.54,553,33
Subcategory,Description,Soldier,22,mi,3,0.54,553,33
Subcategory,Description,Soldier,23,faceva,3,0.54,553,33
Subcategory,Description,Soldier,24,i,3,0.54,553,33
Subcategory,Description,Soldier,25,aria,3,0.54,553,33
Subcategory,Description,Soldier,26,guardava,3,0.54,553,33
Subcategory,Description,Soldier,27,altro,3,0.54,553,33
Subcategory,Description,Soldier,28,faccia,2,0.36,553,33
Subcategory,Description,Soldier,29,sue,2,0.36,553,33
Subcategory,Description,Soldier,30,stivali,2,0.36,553,33
Subcategory,Description,Soldier,31,giornali,2,0.36,553,33
Subcategory,Description,Soldier,32,sembrava,2,0.36,553,33
Subcategory,Description,Soldier,33,così,2,0.36,553,33
Subcategory,Description,Soldier,34,alto,2,0.36,553,33
Subcategory,Description,Soldier,35,schiena,2,0.36,553,33
Subcategory,Description,Soldier,36,ogni,2,0.36,553,33
Subcategory,Description,Soldier,37,volto,2,0.36,553,33
Subcategory,Description,Soldier,38,quei,2,0.36,553,33
Subcategory,Description,Soldier,39,senza,2,0.36,553,33
Subcategory,Description,Soldier,40,quegli,2,0.36,553,33
Subcategory,Description,Soldier,41,sempre,2,0.36,553,33
Subcategory,Description,Soldier,42,eleganza,2,0.36,553,33
Subcategory,Description,Soldier,43,certo,2,0.36,553,33
Subcategory,Description,Soldier,44,ora,2,0.36,553,33
Subcategory,Description,Soldier,45,felice,2,0.36,553,33
Subcategory,Description,Soldier,46,gesto,2,0.36,553,33
Subcategory,Description,Soldier,47,mio,2,0.36,553,33
Subcategory,Description,Soldier,48,quel,2,0.36,553,33
Subcategory,Description,Soldier,49,già,2,0.36,553,33
Subcategory,Description,Soldier,50,bocca,2,0.36,553,33
Subcategory,Description,Soldier,51,tutto,2,0.36,553,33
Subcategory,Description,Soldier,52,là,2,0.36,553,33
Subcategory,Description,Soldier,53,seminudo,2,0.36,553,33
Subcategory,Description,Soldier,54,volevo,2,0.36,553,33
Subcategory,Description,Soldier,55,calzoncini,2,0.36,553,33
Subcategory,Description,Soldier,56,gambe,2,0.36,553,33
Subcategory,Description,Soldier,57,piroscafo,2,0.36,553,33
Subcategory,Description,Soldier,58,sguardo,2,0.36,553,33
Subcategory,Description,Soldier,59,carabiniere,2,0.36,553,33
Subcategory,Description,Soldier,60,rughe,2,0.36,553,33
Subcategory,Description,Soldier,61,due,2,0.36,553,33
Subcategory,Description,Soldier,62,asciugamano,2,0.36,553,33
Subcategory,Description,Soldier,63,ventre,2,0.36,553,33
Subcategory,Description,Soldier,64,petto,2,0.36,553,33
Subcategory,Description,Soldier,65,mascherava,2,0.36,553,33
Subcategory,Description,Soldier,66,libidine,2,0.36,553,33
Subcategory,Description,Soldier,67,quelle,1,0.18,553,33
Subcategory,Description,Soldier,68,facce,1,0.18,553,33
Subcategory,Description,Soldier,69,gentili,1,0.18,553,33
Subcategory,Description,Soldier,70,operaio,1,0.18,553,33
Subcategory,Description,Soldier,71,sono,1,0.18,553,33
Subcategory,Description,Soldier,72,viste,1,0.18,553,33
Subcategory,Description,Soldier,73,almeno,1,0.18,553,33
Subcategory,Description,Soldier,74,volta,1,0.18,553,33
Subcategory,Description,Soldier,75,affacciandosi,1,0.18,553,33
Subcategory,Description,Soldier,76,finestrino,1,0.18,553,33
Subcategory,Description,Soldier,77,treno,1,0.18,553,33
Subcategory,Description,Soldier,78,giovane,1,0.18,553,33
Subcategory,Description,Soldier,79,rotonda,1,0.18,553,33
Subcategory,Description,Soldier,80,paio,1,0.18,553,33
