segment_id,category,text,subjects,objects,passive_subjects,oblique_agents,active_verbs,passive_verbs,transitive_verbs,intransitive_verbs,agent_count,patient_count,passive_count
0,Indigenous,Gli indigeni sono piuttosto contrari alle comitive.,['indigeno'],[],[],[],[],[],[],[],1,0,0
1,Indigenous,"Seduto a terra, un abissino mi guardava: s ’ era appoggiato ad un macigno, si sorreggeva la testa sc","['abissino', 'testa']",['me'],['s'],[],"['guardare', 'sorreggere']",['appoggiare'],[],"['guardare', 'sorreggere']",2,2,1
2,Indigenous,"Era disteso, la mano immobile indicava il cielo.",['mano'],['cielo'],[],[],['indicare'],[],['indicare'],[],1,1,0
3,Indigenous,"Dietro di lui, un altro guerriero, steso bocconi, la testa poggiata sugli avambracci, in una calma s",['che'],"['boccone', 'parola', 'cielo']",[],[],['indicare'],[],['indicare'],[],1,3,0
4,Indigenous,Tra gli alberi c ’ era una donna che stava lavandosi.,['che'],[],[],[],['stare'],[],[],['stare'],1,0,0
5,Indigenous,"Era nuda e stava lavandosi a una delle pozze, accosciata come un buon animale domestico.",[],[],[],[],[],[],[],[],0,0,0
6,Indigenous,"La donna alzava le mani pigramente, portandosi l ’ acqua sul seno e lasciandovela cadere, sembrava p",['donna'],"['mano', 'acqua', 'la']",[],[],['alzare'],[],['alzare'],[],1,3,0
7,Indigenous,"Forse era là da molto tempo, decisa a lavarsi senza fretta, per il piacere di sentirsi scorrere l ’ ",['tempo'],['acqua'],[],[],['scorrere'],[],[],['scorrere'],1,1,0
8,Indigenous,Non si accorgeva della mia presenza e restai a guardarla,[],['la'],[],[],[],[],[],[],0,1,0
9,Indigenous,"Alzava le mani e lasciava cadere l ’ acqua, ripetendo il gesto con una melanconica monotonia.",[],"['mano', 'acqua', 'gesto']",[],[],[],[],[],[],0,3,0
10,Indigenous,Era il suo modo di divertirsi e forse di volersi bene.,[],[],[],[],[],[],[],[],0,0,0
11,Indigenous,"Il suo modo di lavarsi era differente: si strofinava come una massaia, quasi che il corpo non fosse ","['modo', 'corpo']",[],[],[],[],[],[],[],2,0,0
12,Indigenous,Era di pelle molto chiara,[],[],[],[],[],[],[],[],0,0,0
13,Indigenous,Per lavarsi la donna aveva raccolto i capelli in una specie di turbante bianco.,[],"['donna', 'capello']",[],[],[],[],[],[],0,2,0
14,Indigenous,"Quando si levò in piedi e prese a lavarsi il ventre e le gambe, mi accorsi che era molto giovane, si",['che'],['ventre'],[],[],['attribuire'],[],[],['attribuire'],1,1,0
15,Indigenous,"Vedevo la sua pelle chiara e splendida, animata da un sangue denso, “ un sangue avvezzo alla malinco",[],['pelle'],[],['sangue'],[],[],[],[],0,1,0
16,Indigenous,Forse lei non ne sapeva niente della sua bellezza,['lei'],['niente'],[],[],['sapere'],[],['sapere'],[],1,1,0
17,Indigenous,"E nessun uomo aveva ancora lottato per lei, questi uomini evitano la gelosia e danno alle cose il lo","['uomo', 'uomo']","['gelosia', 'valore']",[],[],"['lottare', 'evitare']",[],['evitare'],['lottare'],2,2,0
18,Indigenous,"Costretti a vivere in una natura abbastanza drammatica, il loro desiderio non si eccita nel dramma.",['desiderio'],[],[],[],['eccitare'],[],[],['eccitare'],1,0,0
19,Indigenous,"Quando mi scoprì tra le piante seguitò a lavarsi con calma, senza curarsi di me e forse non curandos",[],[],[],[],[],[],[],[],0,0,0
20,Indigenous,Guardava l ’ acqua scendere sulla pelle e questo le bastava.,['questo'],['acqua'],[],[],['bastare'],[],[],['bastare'],1,1,0
21,Indigenous,"I suoi pensieri, se ne aveva, si muovevano pigramente e non riguardavano la mia persona.",['pensiero'],['persona'],[],[],['muovere'],[],[],['muovere'],1,1,0
22,Indigenous,"La donna non supponeva che in quegli istanti la valle mi stava apparendo estremamente fittizia,","['donna', 'valle']",[],[],[],"['supporre', 'apparire']",[],[],"['supporre', 'apparire']",2,0,0
23,Indigenous,Non supponeva davvero che la desiderassi; oppure non si muoveva appunto perché rispettassi la sua ca,[],"['la', 'calma']",[],[],[],[],[],[],0,2,0
24,Indigenous,"Una donna che fugge attira l ’ inseguitore, anzi lo crea.","['donna', 'che']","['inseguitore', 'lo']",[],[],"['attirare', 'fuggire']",[],['attirare'],['fuggire'],2,2,0
25,Indigenous,"Istintivamente lei doveva pensare questo e perciò stava ferma, aspettando di vedermi proseguire.",['lei'],"['questo', 'mi']",[],[],['pensare'],[],['pensare'],[],1,2,0
26,Indigenous,O pensava che potevo dirglielo chiaramente.,[],[],[],[],[],[],[],[],0,0,0
27,Indigenous,"Ero un “ signore ”, potevo anche esprimere la mia volontà.",[],['volontà'],[],[],[],[],[],[],0,1,0
28,Indigenous,Se anzi mi fossi preso il fastidio di seguirla sino alla sua capanna e avessi detto: « Voglio sposar,['lei'],"['fastidio', 'la', 'la']",[],[],['seguire'],[],[],['seguire'],1,3,0
29,Indigenous,"E lei, per tutto il tempo pattuito, mi sarebbe rimasta fedele senza sforzo.",['lei'],[],[],[],['rimanere'],[],[],['rimanere'],1,0,0
30,Indigenous,"Tutto era positivo per lei, che prendessi a destra o a sinistra, di qua o di là.","['tutto', 'che']",[],[],[],['prendere'],[],[],['prendere'],2,0,0
31,Indigenous,"Si alzò, non curandosi del suo corpo nudo, mi venne vicino e tese il braccio oltre la mia spalla.",[],['braccio'],[],[],[],[],[],[],0,1,0
32,Indigenous,"Forse la mia mano aveva tremato, comunque lei era nella pozza e se le avessi chiesto di indicarmi qu","['mano', 'lei', 'fiume']",['località'],[],[],"['tremare', 'alzare']",[],[],"['tremare', 'alzare']",3,1,0
33,Indigenous,"Si agitava, adesso e non sapeva decidersi a chiedermelo.",[],['lo'],[],[],[],[],[],[],0,1,0
34,Indigenous,"Glielo gettai (ne avevo un altro), e lei si insaponò daccapo, ridendo e annusando il sapone; e anche","['glielo', 'lei', 'che']","['altro', 'sapone']",[],[],"['gettare', 'insaponare', 'appartenere']",[],[],"['gettare', 'insaponare', 'appartenere']",3,2,0
35,Indigenous,Cominciava a riconoscermi dei diritti.,[],[],[],[],[],[],[],[],0,0,0
36,Indigenous,"Forse perché l ’ uomo, quaggiù, considera le nostre macchine come enti soprannaturali che funzionano","['uomo', 'che']","['macchina', 'metafisica', 'bomba']",[],[],"['considerare', 'funzionare']",[],['considerare'],['funzionare'],2,3,0
37,Indigenous,"Ma il fiasco, il sapone, oh, queste cose sono fatte dagli uomini, Dio non c ’ entra, fatte dai “ sig",['Dio'],['superiorità'],"['fiasco', 'cosa']","['uomo', 'signore']",['entrare'],"['fare', 'fare']",[],['entrare'],1,3,2
38,Indigenous,"Mi chiesi come si poteva simulare a tal punto l ’ innocenza e pensai daccapo che era un miraggio, un",[],['innocenza'],[],[],[],[],[],[],0,1,0
39,Indigenous,"La realtà era diversa, la donna doveva già conoscere le frettolose esigenze dei soldati, o degli ope","['realtà', 'donna']",['esigenza'],[],[],['conoscere'],[],['conoscere'],[],2,1,0
40,Indigenous,"Lei mi sorrise riconoscente, perché le lasciavo quell ’ incomparabile sapone.",['lei'],['sapone'],[],[],['sorridere'],[],[],['sorridere'],1,1,0
41,Indigenous,"Lei forse conosceva tutti i segreti che io avevo rifiutato senza nemmeno approfondire, come una mise",['io'],"['segreto', 'che']",[],[],['rifiutare'],[],['rifiutare'],[],1,2,0
42,Indigenous,"La rimisi a sedere bruscamente, la stessa febbre di prima m ’ aveva ripreso; e lei mi respingeva con","['rimettere', 'febbre', 'lei', 'desiderio']","['lo', 'questione']",[],[],"['riprendere', 'riprendere', 'respingere', 'offendere']",[],['offendere'],"['riprendere', 'respingere']",4,2,0
43,Indigenous,"Respingeva le mie mani perché così Eva aveva respinto le mani di Adamo, in una boscaglia simile a qu",['Eva'],"['mano', 'mano']",[],[],['respingere'],[],['respingere'],[],1,2,0
44,Indigenous,"O forse per aumentare il valore dell ’ impresa, perché il respingere è una fase del gioco, o perché ",['respingere'],"['valore', 'paura']",[],[],[],[],[],[],1,2,0
45,Indigenous,"Non era certo la paura di essere violata, ma quella più profonda della schiava che cede al padrone.",['che'],[],[],[],['cedere'],[],[],['cedere'],1,0,0
46,Indigenous,Quel sapone dell ’ esercito … Non era soltanto timore che non la compensassi ?,['sapone'],['la'],[],[],[],[],[],[],1,1,0
47,Indigenous,"L ’ odio per i “ signori ” che avevano distrutto la sua capanna, ucciso il suo uomo ?",['che'],"['capanna', 'uomo']",[],[],['distruggere'],[],['distruggere'],[],1,2,0
48,Indigenous,Il timore di essere sorpresa là da qualche abitante del villaggio che mi aveva indicato ?,['che'],[],[],['abitante'],['indicare'],[],[],['indicare'],1,0,0
49,Indigenous,"Si difendeva cortesemente, senza crederci e, oso dire, pensando ad altro",[],[],[],[],[],[],[],[],0,0,0
50,Indigenous,E mi accorgevo che nella sua indolente difesa c ’ era anche la speranza di soccombere.,[],[],[],[],[],[],[],[],0,0,0
51,Indigenous,"Erano tristi animali, invecchiati in una terra senza uscita, erano grandi camminatori, grandi conosc",['animale'],[],[],[],[],[],[],[],1,0,0
52,Indigenous,"Nessuno di loro si faceva la barba ascoltando le prime notizie, né le loro colazioni erano rese più ",['nessuno'],"['barba', 'notizia']",['colazione'],['foglio'],['fare'],['rendere'],['fare'],[],1,3,1
53,Indigenous,Potevano vivere conoscendo soltanto cento parole.,[],['parola'],[],[],[],[],[],[],0,1,0
54,Indigenous,"Da una parte il Bello e il Buono, dall ’ altra il Brutto e il Cattivo.",[],[],[],[],[],[],[],[],0,0,0
55,Indigenous,Avevano dimenticato tutto delle loro epoche splendide e soltanto una fede superstiziosa dava alle lo,['fede'],"['tutto', 'forza']",[],[],['dare'],[],['dare'],[],1,2,0
56,Indigenous,Nei miei occhi c ’ erano duemila anni di più e lei lo sentiva.,['lei'],['lo'],[],[],['sentire'],[],['sentire'],[],1,1,0
57,Indigenous,"Erano forse come animali preistorici capitati in un deposito, di carri armati che s ’ accorgessero d","['che', 's']","['tempo', 'malinconia']",[],[],"['accorrere', 'accorrere']",[],[],['accorrere'],2,2,0
58,Indigenous,"Mi chiedevo perché giacesse senza aprire gli occhi e, quando li apriva, evitasse di guardarmi; e int",['mano'],"['occhio', 'li', 'mi', 'pelle', 'la', 'errore']",[],[],['cercare'],[],['cercare'],[],1,6,0
59,Indigenous,"La guardai con fastidio e del resto lei sembrava immersa nei suoi pensieri, che non riguardavano, da","['lei', 'che']","['la', 'persona']",[],[],"['sembrare', 'riguardare']",[],['riguardare'],['sembrare'],2,2,0
60,Indigenous,"La donna mi guardava, seguendo i miei gesti come se assistesse a un giuoco di prestigio",['donna'],['gesto'],[],[],['guardare'],[],[],['guardare'],1,1,0
61,Indigenous,"Non volle accettare la carne, mangiò una pesca, ma era qualcosa di nuovo che la lasciava incerta.",['che'],"['carne', 'pesca', 'la']",[],[],['lasciare'],[],['lasciare'],[],1,3,0
62,Indigenous,Forse avrebbe preferito uno di quegli spaventosi stufati abissini di carne seccata al sole.,[],['uno'],[],[],[],[],[],[],0,1,0
63,Indigenous,"Sapeva che la cosa non sarebbe durata e non era sorpresa per la mia improvvisa decisione, nemmeno la",['cosa'],['la'],[],[],['durare'],[],[],['durare'],1,1,0
64,Indigenous,"Forse tutto le era indifferente, benché le sue mani avessero cercato con tanta furia la mia pelle.","['tutto', 'mano']",['pelle'],[],[],['cercare'],[],['cercare'],[],2,1,0
65,Indigenous,La sua delusione apparve soltanto quando la salutai e mi ricordò che per la seconda volta quel giorn,['delusione'],"['la', 'persona', 'senso']",[],[],['apparire'],[],[],['apparire'],1,3,0
66,Indigenous,"Ancora le guardò, tentata di prenderle, e ancora me le restituì.",[],"['le', 'le', 'le']",[],[],[],[],[],[],0,3,0
67,Indigenous,"Era troppo, l ’ offerta stava superando ogni onesta capacità di rifiuto e la sua deplorazione per la","['offerta', 'deplorazione']",['capacità'],[],[],"['superare', 'cadere']",[],['superare'],['cadere'],2,1,0
68,Indigenous,"Glielo affibbiai al polso e il petto le ansava in una gioia profonda, in una trepidazione vivissima.","['glielo', 'petto']",['le'],[],[],"['affibbiare', 'ansare']",[],['ansare'],['affibbiare'],2,1,0
69,Indigenous,"Quel giorno, anzi in quelle ore, stava varcando la soglia della giovinezza, lasciandosi alle spalle ",['gesto'],"['soglia', 'adolescenza', 'uno']",[],[],['prendere'],[],['prendere'],[],1,3,0
70,Indigenous,"A volte indolente, poi di colpo ancora vivace, piena di curiosità da soddisfare.",[],[],[],[],[],[],[],[],0,0,0
71,Indigenous,"E, dopo un istante, lontanissima, lontana i suoi duemila anni e stupefatta di trovarsi viva accanto ",['anno'],[],[],[],[],[],[],[],1,0,0
72,Indigenous,La donna nemmeno per un attimo aveva creduto alla possibilità ch ’ io la compensassi in quel modo.,"['donna', 'io']",['la'],[],[],"['credere', 'compenire']",[],['compenire'],['credere'],2,1,0
73,Indigenous,"Aveva anzi creduto,",[],[],[],[],[],[],[],[],0,0,0
74,Indigenous,che quegli oggetti fossero una caparra per rassicurarla che non me ne sarei andato.,['oggetto'],['la'],[],[],[],[],[],[],1,1,0
75,Indigenous,"Non che la donna avesse assunto importanza ai miei occhi, ma cominciavo a temere che nascondesse un ",['donna'],"['importanza', 'disegno', 'lo']",[],[],['assumere'],[],['assumere'],[],1,3,0
76,Indigenous,"Così nobile nel manto romano, ma a piedi nudi.",[],[],[],[],[],[],[],[],0,0,0
77,Indigenous,Non dubitò nemmeno ch ’ io mi sedessi accanto a lei.,['io'],[],[],[],['sedere'],[],[],['sedere'],1,0,0
78,Indigenous,Era tacitamente convenuto che avrei onorato la sua offerta,[],['offerta'],[],[],[],[],[],[],0,1,0
79,Indigenous,ella teneva le mani sul grembo: proprio come certe parenti guardano soddisfatte il piccolo che non r,"['parente', 'che']","['la', 'mano', 'piccolo', 'merenda']",[],[],"['guardare', 'rifiutare']",[],"['guardare', 'rifiutare']",[],2,4,0
80,Indigenous,Mi guardava sempre coi suoi occhi socchiusi e fu allora che mi accorsi che aveva le pupille molto ch,[],"['occhio', 'pupilla']",[],[],[],[],[],[],0,2,0
81,Indigenous,Da sotto il turbante le spuntavano ciocche di capelli: non aveva dunque i capelli acconciati a trecc,['ciocca'],['capello'],[],[],['spuntare'],[],[],['spuntare'],1,1,0
82,Indigenous,"Mi respinse la mano bruscamente, si tolse lei il turbante, appena il tempo di farmi constatare che i","['lei', 'turbante', 'tempo', 'capello']",['mano'],[],[],"['togliere', 'togliere', 'togliere']",[],[],['togliere'],4,1,0
83,Indigenous,Si divertiva a vedermi disegnare così rapidamente e appena accennavo un nuovo disegno lei interveniv,['lei'],"['disegno', 'fatica', 'lo', 'nome', 'che']",[],[],['intervenire'],[],[],['intervenire'],1,5,0
84,Indigenous,"E, come il giuoco proseguiva, la sentivo accostarsi a me, sentivo il suo corpo tiepido e pesante app","['giuoco', 'che', 'cosa']","['la', 'corpo', 'figura']",[],[],"['proseguire', 'tracciare', 'chiamare']",[],[],"['proseguire', 'tracciare', 'chiamare']",3,3,0
85,Indigenous,Voleva farmi sapere che era cristiana,[],[],[],[],[],[],[],[],0,0,0
86,Indigenous,"Irritato, la presi per mano, le feci intendere a gesti che doveva accompagnarmi, almeno sino al punt","['che', 'ipotesi']","['la', 'strada', 'la', 'notte', 'le']",[],[],"['accompagnare', 'apparire']",[],['apparire'],['accompagnare'],2,5,0
87,Indigenous,Che dunque la donna tendesse a portarmi proprio nella tana di qualche inappagato guerriero ?,"['che', 'donna']",[],[],[],"['tendere', 'tendere']",[],[],['tendere'],2,0,0
88,Indigenous,"voleva accendere un fuoco, forse per rassicurarmi, oppure perché le donne hanno il genio dell ’ inti",['donna'],"['fuoco', 'mi', 'genio']",[],[],['avere'],[],['avere'],[],1,3,0
89,Indigenous,Teneva un braccio sul ventre e la pochissima luce della notte si concentrava sull ’ argento dell ’ o,"['luce', 'che']","['braccio', 'argento', 'le']",[],[],"['concentrare', 'affibbiare']",[],"['concentrare', 'affibbiare']",[],2,3,0
90,Indigenous,"Anche se avesse saputo leggerci, quale tristezza il giorno non lontano che il meraviglioso tic-tac s","['tristezza', 'tic-tac']",[],[],[],['fermare'],[],[],['fermare'],2,0,0
91,Indigenous,La sua bocca era appena socchiusa per il respiro e gli occhi riposavano come due gatti discreti; e o,"['bocca', 'occhio', 'che']","['perfezione', 'occhio']",[],[],"['socchiudere', 'riposare', 'fare']",[],[],"['socchiudere', 'riposare', 'fare']",3,2,0
92,Indigenous,"Be ’, lasciamola dormire, povera principessa senza altri pensieri che non siano quelli di procurarsi",['che'],"['principessa', 'pane']",[],[],[],[],[],[],1,2,0
93,Indigenous,Ma un indigeno non avrebbe affrontato la boscaglia senza nemmeno un tizzone acceso che gli servisse ,"['indigeno', 'che']",['boscaglia'],[],[],"['affrontare', 'servire']",[],['affrontare'],['servire'],2,1,0
94,Indigenous,"Forse avrebbe fraintese le mie intenzioni, e si sarebbe di nuovo offerta, prima ancora che riuscissi",[],"['intenzione', 'le']",[],[],[],[],[],[],0,2,0
95,Indigenous,"E anche se fossi riuscito a spiegarle che là c ’ era un ’ ombra, avrebbe riso.",['c'],"['le', 'riso']",[],[],[],[],[],[],1,2,0
96,Indigenous,« Che pauroso signore mi è capitato.,['signore'],[],[],[],['capitare'],[],[],['capitare'],1,0,0
97,Indigenous,"Ci sono ombre dappertutto, ma le ombre non fanno male. »","['ombra', 'ombra']",[],[],[],"['essere', 'fare']",[],[],"['essere', 'fare']",2,0,0
98,Indigenous,"Ella non dava all ’ esistenza il valore che le davo io, per lei tutto si sarebbe risolto nell ’ obbe","['Ella', 'che', 'io', 'tutto']","['valore', 'le', 'mi', 'la']",[],[],"['dare', 'dare', 'dare', 'risolvere']",[],"['dare', 'dare']",['risolvere'],4,4,0
99,Indigenous,"Non ero stato io, questo pensava.",['questo'],[],[],[],['pensare'],[],[],['pensare'],1,0,0
100,Indigenous,"Qualcuno aveva sparato ma non io, non era possibile che fossi stato io.",['qualcuno'],[],[],[],['sparare'],[],[],['sparare'],1,0,0
101,Indigenous,Un sudore freddo le copriva il viso.,['sudore'],['viso'],[],[],['coprire'],[],['coprire'],[],1,1,0
102,Indigenous,"La donna aveva seguito senza gemere il mio intervento, forse una grande speranza la stava confortand","['donna', 'speranza']","['intervento', 'la']",[],[],"['seguire', 'confortare']",[],['confortare'],['seguire'],2,2,0
103,Indigenous,"Forse aveva inteso dire di miracoli operati dai “ signori ”, di cuciture misteriose che essi sanno f","['essi', 'male']","['che', 'che']",[],['signore'],"['sapere', 'resistere']",[],"['sapere', 'resistere']",[],2,2,0
104,Indigenous,"La donna s ’ era placata, teneva sempre la mano sul ventre e aspettava, sorretta dalla fiducia che s","['donna', 'anima']","['mano', 'che']",[],['fiducia'],"['placare', 'conoscere']",[],['conoscere'],['placare'],2,2,0
105,Indigenous,"Certo, non l ’ avrei abbandonata.",[],['lo'],[],[],[],[],[],[],0,1,0
106,Indigenous,"E appena l ’ alba fosse giunta e la boscaglia avesse ripreso i suoi colori e le sue forme, adesso co","['alba', 'boscaglia', 'io', 'che']","['colore', 'lo']",[],[],"['giungere', 'riprendere', 'soccorrere', 'dare']",[],"['riprendere', 'soccorrere']","['giungere', 'dare']",4,2,0
107,Indigenous,"Poiché la sera prima m ’ ero avviato verso il ponte, più d ’ una volta, ella sapeva che fra poco ci ",['che'],"['la', 'uno']",[],[],['guarire'],[],[],['guarire'],1,2,0
108,Indigenous,"Il suo volto non era più bello e attorno alle narici il colore s ’ incupiva, mentre la bocca era ari","['volto', 'colore', 'bocca']",[],[],[],['incupire'],[],[],['incupire'],3,0,0
109,Indigenous,"E tra le sopracciglia, sulla fronte, due rughe profondissime cominciavano a turbare quel volto che p","['ruga', 'che', 'lei']","['volto', 'altro']",[],[],"['cominciare', 'offuscare', 'dormire']",[],['offuscare'],"['cominciare', 'dormire']",3,2,0
110,Indigenous,"I suoi occhi soltanto restavano calmi, sempre socchiusi per effetto di quelle lunghe ciglia, leggerm",['occhio'],[],[],[],['restare'],[],[],['restare'],1,0,0
111,Indigenous,"Non era certo la mano che m ’ aveva stretto e accarezzato per incitarmi, era una mano che chiedeva a","['che', 'che', 'io']","['mi', 'sentimento', 'pietà']",[],[],"['stringere', 'chiedere', 'dare']",[],"['chiedere', 'dare']",['stringere'],3,3,0
112,Indigenous,Avanti veniva un prete (sapevo che era un prete perché portava un alto copricapo bianco senza falde),"['prete', 'che']",['copricapo'],[],['vecchio'],"['venire', 'tenere']",[],[],"['venire', 'tenere']",2,1,0
113,Indigenous,silenzioso e nemmeno preoccupato di ciò che il prete gli andava dicendo a bassa voce.,['prete'],['che'],[],[],['dire'],[],['dire'],[],1,1,0
114,Indigenous,"Seguivano due adolescenti e un bimbo, ed erano essi che parlavano allegramente.",['che'],['adolescenti'],[],[],['parlare'],[],[],['parlare'],1,1,0
115,Indigenous,"Uno degli adolescenti suonava un lungo strumento di legno, una specie di rozzo violino capace di eme",['uno'],"['strumento', 'nota']",[],[],['suonare'],[],['suonare'],[],1,2,0
116,Indigenous,"Il suonatore muoveva sbadatamente l ’ archetto su e giù, come se la faccenda lo annoiasse, e l ’ alt","['suonatore', 'faccenda', 'altro']","['archetto', 'lo']",[],[],"['muovere', 'annoiare', 'accennare']",[],"['muovere', 'annoiare']",['accennare'],3,2,0
117,Indigenous,"Volteggiava qua e là, facendo ridere il bimbo coi suoi salti improvvisi e le smorfie di una finta pa",[],"['bimbo', 'salto']",[],[],[],[],[],[],0,2,0
118,Indigenous,"Il prete andava avanti col vecchio, non curandosi di quella scapigliata compagnia; ma ogni tanto, qu","['prete', 'tre', 'che']","['col', 'bastone', 'grido', 'potere', 'gai']",[],[],"['andare', 'dimenticare', 'subire']",[],"['andare', 'subire']",['dimenticare'],3,5,0
119,Indigenous,"Gli indigeni sedevano ai loro scanni, serviti da una grossa etiope vestita di rosa: era l ’ unica ma",['indigeno'],[],[],['etiope'],['sedere'],[],[],['sedere'],1,0,0
120,Indigenous,"Dalle strade venivano rumori d ’ artigiani, passavano donne dirette alla cisterna con latte da petro","['rumore', 'donna', 'uomo']",[],[],[],"['venire', 'passare', 'sedere']",[],[],"['venire', 'passare', 'sedere']",3,0,0
121,Indigenous,"L ’ uomo che veniva verso di noi era molto vecchio e camminava guardando a terra, come preso da un p","['uomo', 'che', 'che']",[],[],['pensiero'],"['venire', 'impedire']",[],[],"['venire', 'impedire']",3,0,0
122,Indigenous,"Andava a piedi nudi, sempre più immerso in un pensiero forse insostenibile, che gli faceva a volte t","['che', 'che']","['passo', 'cosa', 'lo']",[],[],"['fare', 'circondare']",[],['circondare'],['fare'],2,3,0
123,Indigenous,O forse era soltanto infastidito dai ciottoli nascosti tra le foglie cadute.,[],[],[],['ciottolo'],[],[],[],[],0,0,0
124,Indigenous,"Il vecchio sedette vicino alla porta e restò a guardare la piazza, ma senza vederla perché i suoi pe","['vecchio', 'pensiero', 'etiope']","['piazza', 'la', 'coppa', 'la', 'capo', 'la', 'la']",[],[],"['sedere', 'porre']",[],['porre'],['sedere'],3,7,0
125,Indigenous,"Una ragazza corse via a prendere due bottiglie di birra, io sedetti e l ’ altra ragazza si accostò d","['ragazzo', 'io', 'ragazzo', 'quello', 'che']","['bottiglia', 'parola', 'fonografo']",[],[],"['corsa', 'sedere', 'accostare', 'ripetere']",[],[],"['corsa', 'sedere', 'accostare', 'ripetere']",5,3,0
126,Indigenous,"Ora le due ragazze stavano bevendo, meravigliate che rifiutassimo, e già nella stanza cominciavano a","['ragazzo', 'che']","['parente', 'bimbo', 'birra']",[],['munificenza'],"['bere', 'mandare']",[],[],"['bere', 'mandare']",2,3,0
127,Indigenous,"Stava sempre sdraiato sul letto, quel curioso amico, senza far caso alla piccola folla deferente che","['amico', 'che']","['caso', 'fonografo']",[],[],"['sdraiare', 'ascoltare']",[],['ascoltare'],['sdraiare'],2,2,0
128,Indigenous,"Erano donne anziane, pesanti e avvizzite, ma allegre, e ridevano a ogni parola del mio amico.",[],[],[],[],[],[],[],[],0,0,0
129,Indigenous,"Quanto alle due ragazze, non mostravano nessuna fretta di concludere il loro mercato e sembravano di",['dimora'],"['fretta', 'mercato']",[],[],[],[],[],[],1,2,0
130,Indigenous,"Tutta la loro fierezza era ormai concentrata in quel possesso, l ’ avevano messo sopra un trespolo e",['fierezza'],"['lo', 'disco']",[],[],['concentrare'],[],[],['concentrare'],1,2,0
131,Indigenous,"Come gli anni le rendevano cupe, più laide.",[],['le'],[],[],[],[],[],[],0,1,0
132,Indigenous,"Nei loro occhi non si poteva leggere nulla, se non la noia della decadenza",[],['la'],[],[],[],[],[],[],0,1,0
133,Indigenous,Il tempo le aveva definitivamente sconfitte.,['tempo'],['le'],[],[],['sconfitta'],[],['sconfitta'],[],1,1,0
134,Indigenous,Stavo fermo come il fidanzato davanti alle parenti che non disapprovano: aspettavano forse un mio ce,"['che', 'seno']","['cenno', 'la', 'la', 'volto']",[],[],"['disapprovare', 'urgere']",[],[],"['disapprovare', 'urgere']",2,4,0
135,Indigenous,"Poiché il bimbo continuava, lieto di sostenere l ’ esame davanti ai suoi, che potevano così ammirarl","['bimbo', 'che', 'ragazzo']","['esame', 'lo', 'tazza']",[],['accesso'],"['continuare', 'ammirare', 'fare']",[],['ammirare'],"['continuare', 'fare']",3,3,0
136,Indigenous,"Il vecchio restava fermo sulla soglia e il suo sguardo si soffermava su tutti, uno alla volta, come ","['vecchio', 'sguardo']",['qualcuno'],[],[],"['restare', 'soffermare']",[],[],"['restare', 'soffermare']",2,1,0
137,Indigenous,"Il suo volto esprimeva già la certezza dell ’ insuccesso, pure gli occhi scrutavano, sostando, e li ","['volto', 'occhio', 'che']","['certezza', 'li', 'testa', 'caffè']",[],[],"['esprimere', 'scrutare', 'bere']",[],"['esprimere', 'bere']",['scrutare'],3,4,0
138,Indigenous,"Il vecchio mi volgeva le spalle, che vedevo curve e scarne.","['vecchio', 'che']","['spalla', 'curva']",[],[],"['volgere', 'vedere']",[],"['volgere', 'vedere']",[],2,2,0
139,Indigenous,"Passavano indigeni diretti verso la cittadina e mi salutavano fermandosi a molti passi, aspettando c",['indigeno'],['li'],[],[],['passare'],[],[],['passare'],1,1,0
140,Indigenous,"Se ne andavano tetri e fiduciosi, forse meravigliati di vedere un ufficiale solo da quelle parti.",['tetro'],['ufficiale'],[],[],['andare'],[],[],['andare'],1,1,0
141,Indigenous,"Allora feci un elogio delle ragazze indigene: erano semplici come colombe, dolci, disinteressate, in",[],['elogio'],[],[],[],[],[],[],0,1,0
142,Indigenous,"Ora mi divertono, » aggiunsi « perché sanno perdere tempo, proprio come gli alberi e gli animali. »",[],['tempo'],[],[],[],[],[],[],0,1,0
143,Indigenous,"L ’ altra ragazza fingeva di non riconoscermi, o non mi riconosceva davvero: non avevo più la barba ","['ragazzo', 'lei']","['mi', 'barba']",[],[],"['fingere', 'fingere']",[],[],"['fingere', 'fingere']",2,2,0
144,Indigenous,"Ma la ragazza si difendeva, purtroppo senza crederci, e quella scena mi parve insopportabile.","['ragazzo', 'scena']",[],[],[],"['difendere', 'parere']",[],[],"['difendere', 'parere']",2,0,0
145,Indigenous,"Ma la sentivo assente, immersa nella sua cupa pazienza, e i suoi pensieri non dovevano essere dissim","['pensiero', 'che']","['la', 'sonno']",[],[],['precedere'],[],['precedere'],[],2,2,0
146,Indigenous,"La sua pelle non era molto chiara, e il suo sorriso era quello di un buon animale domestico che aspe","['pelle', 'sorriso', 'che']",[],[],[],['aspettare'],[],[],['aspettare'],3,0,0
147,Indigenous,"Restava immobile, non immaginando che la vedessi con tanta lucidità.",[],['la'],[],[],[],[],[],[],0,1,0
148,Indigenous,"Fui lieto trovandola nell ’ odore della donna, un odore vegetale, da albero paziente, misto a un pro",[],['nausea'],[],[],[],[],[],[],0,1,0
149,Indigenous,"Tentai di fissare la donna negli occhi, aveva le pupille color nocciola, come del resto tutte le dam",[],"['donna', 'pupilla']",[],[],[],[],[],[],0,2,0
