segment_id,category,text,subjects,objects,passive_subjects,oblique_agents,active_verbs,passive_verbs,transitive_verbs,intransitive_verbs,agent_count,patient_count,passive_count
548,Conqueror,"Sorrise con aria d ’ intesa, forse pensava che volessi introdurci qualche donna, la notte, e tenerla",[],"['donna', 'la']",[],[],[],[],[],[],0,2,0
549,Conqueror,"Eppure ogni tanto venivano indigeni davanti alla tenda del dottore, a farsi medicare, e l ’ infermie",['infermiere'],[],[],['saluto'],['medicare'],[],[],['medicare'],1,0,0
550,Conqueror,"Non si mostrò affatto lieto di vedermi, né io mi aspettavo diversa accoglienza, lo conoscevo per fam","['io', 'che']","['accoglienza', 'lo', 'solitudine', 'la']",[],[],"['aspettare', 'amare']",[],"['aspettare', 'amare']",[],2,4,0
551,Conqueror,"S ’ era messo lì, lontano da tutti, perché l ’ Africa gli aveva sviluppato un solo timore: quello di",['Africa'],['timore'],['S'],[],['sviluppare'],['mettere'],['sviluppare'],[],1,2,1
552,Conqueror,"Sfidava ogni pericolo pur di alimentare la sua dolcissima noia, leggeva giornali vecchi di un mese, ",['tutto'],"['pericolo', 'noia', 'giornale', 'giorno']",[],[],[],[],[],[],1,4,0
553,Conqueror,"La mia visita, invece, lo preoccupava.",['visita'],['lo'],[],[],['preoccupare'],[],['preoccupare'],[],1,1,0
554,Conqueror,"Rispose che si stava bene, ripeteva le mie parole, annoiato di doverne cercare altre: e, se non trov",['conversazione'],"['parola', 'altro', 'argomento']",[],[],['cadere'],[],[],['cadere'],1,3,0
555,Conqueror,"Non ottenendo risposta (si rifiutava, voleva ignorarmi e spingeva lo sguardo verso la strada, quasi ",[],"['risposta', 'sguardo', 'fuga', 'occhiata', 'uno']",[],[],[],[],[],[],0,5,0
556,Conqueror,Su quel suo corpo mastodontico la piccola testa sembrava essersi illuminata.,['testa'],[],[],[],['sembrare'],[],[],['sembrare'],1,0,0
557,Conqueror,Forse voleva scacciarmi.,[],[],[],[],[],[],[],[],0,0,0
558,Conqueror,"Dietro le lenti gli vedevo gli occhi già socchiusi per la noia di quello sforzo, una leggera smorfia",['smorfia'],"['occhio', 'bocca']",[],[],['dilatare'],[],['dilatare'],[],1,2,0
559,Conqueror,"Non chiedeva niente all ’ Africa, se non di essere lasciato in pace.",[],['niente'],[],[],[],[],[],[],0,1,0
560,Conqueror,Forse voleva soltanto esercitare una critica verista.,[],['critica'],[],[],[],[],[],[],0,1,0
561,Conqueror,"E intanto il dottore si lisciava i baffi, sereno; poi, con voce improvvisamente grave, disse che « l","['dottore', 'che', 'ingegnere']","['baffo', 'parola', 'lo']",[],[],"['lisciare', 'dominare', 'morire']",[],"['lisciare', 'dominare']",['morire'],3,3,0
562,Conqueror,"Si mise a sfogliare il libretto, ma non trovava il paragrafo che voleva citare, o forse fingeva di n",['che'],"['libretto', 'paragrafo', 'lo']",[],[],['citare'],[],[],['citare'],1,3,0
563,Conqueror,"Non si decideva a proseguire, come afferrato da un improvviso pensiero.",[],[],[],['pensiero'],[],[],[],[],0,0,0
564,Conqueror,"Solo per un istante i suoi occhi di gatto appisolato mi guardarono, fuggiaschi, quasi temessero di s",['occhio'],[],[],[],['guardare'],[],[],['guardare'],1,0,0
565,Conqueror,"Anzi, dopo un istante avrei giurato che non aveva visto la benda, s ’ era solo incuriosito a guardar",['che'],"['benda', 'scorpione', 'sentiero']",[],[],['attraversare'],[],['attraversare'],[],1,3,0
566,Conqueror,"Pensavo al sottotenente, che anche lui « sapeva ».",['lui'],[],[],[],['sapere'],[],[],['sapere'],1,0,0
567,Conqueror,"Voleva stare al mio giuoco, ma nei suoi occhi vidi improvvisa la pietà per il male che già mi sconvo",['che'],['pietà'],[],[],['sconvolgere'],[],[],['sconvolgere'],1,1,0
568,Conqueror,"La sua corpulenza, coronata da una testa infantile e biondiccia, mi faceva persino credere che tutto","['corpulenza', 'tutto']",[],[],['testa'],"['fare', 'risolvere']",[],[],"['fare', 'risolvere']",2,0,0
569,Conqueror,"Anch ’ egli pensava la stessa cosa, immagino, ma non sapeva venir meno al suo dovere.",['egli'],['cosa'],[],[],['pensare'],[],['pensare'],[],1,1,0
570,Conqueror,"Ripresi a parlare, volevo sempre più mostrargli che non ero emozionato, ma egli ora sfuggiva il mio ",['egli'],['sguardo'],[],[],['sfuggire'],[],['sfuggire'],[],1,1,0
571,Conqueror,Un invito ad accettare il mio male e a desistere da una lotta senza speranze.,[],['male'],[],[],[],[],[],[],0,1,0
572,Conqueror,"Il dottore ripeté l ’ invito, a voce più bassa, voleva apparire indifferente.",['dottore'],['invito'],[],[],['ripetere'],[],['ripetere'],[],1,1,0
573,Conqueror,Cercava di mettere allegria nei suoi modi e quella mal recitata commedia adesso mi indignava.,['commedia'],['allegria'],[],[],['indignare'],[],[],['indignare'],1,1,0
574,Conqueror,"Ecco, la sua insolente pigrizia stava cedendo, e ora si comportava come un fratello, ma purtroppo co",['pigrizia'],[],[],[],['cedere'],[],[],['cedere'],1,0,0
575,Conqueror,"M ’ invitava a cena, sapendo che dopo avrebbe dovuto distruggere posate, bicchieri, stoviglie, per t",['M'],"['posata', 'mi', 'qualcuno']",[],[],['invitare'],[],[],['invitare'],1,3,0
576,Conqueror,"Sapeva di recitare la parte ingrata e me ne chiedeva scusa, non immaginando che io ero già pronto a ",['io'],"['parte', 'scusa']",[],[],[],[],[],[],1,2,0
577,Conqueror,"Forse pensava ch ’ ero là vicino, e sembrava impaziente.",[],[],[],[],[],[],[],[],0,0,0
578,Conqueror,"Là era il dottore; nel suo boschetto di eucalyptus, addormentato nella branda, i giornali sparsi a t",[],[],[],[],[],[],[],[],0,0,0
579,Conqueror,"Forse aveva la rivoltella sotto il cuscino, e forse vegliava pensando a me.",[],['rivoltella'],[],[],[],[],[],[],0,1,0
580,Conqueror,"Pensava a me, senz ’ altro",[],[],[],[],[],[],[],[],0,0,0
581,Conqueror,"Con pietà, ma anche indignandosi per il mio tentativo di ucciderlo.",[],['lo'],[],[],[],[],[],[],0,1,0
582,Conqueror,"Quasi chiamato da quel suono, entrò un uomo seminudo e mi chiese che cosa volevo.",['uomo'],['cosa'],[],['suono'],['entrare'],[],[],['entrare'],1,1,0
583,Conqueror,"Era certo un uomo delle macchine, aveva ancora tracce di olio sulle tempie e l ’ aria stanca e sonno",[],['traccia'],[],[],[],[],[],[],0,1,0
584,Conqueror,Appunto perché ero ufficiale voleva umiliarmi.,[],[],[],[],[],[],[],[],0,0,0
585,Conqueror,"Il comando tappa era aperto, un soldato in calzoncini corti s ’ era steso a gambe larghe sotto il ve","['comando', 'che', 'che']","['piroscafo', 'lo', 'lo', 'caldo', 'riverbero']",['soldato'],[],"['dare', 'aggiungere']",['stendere'],"['dare', 'aggiungere']",[],3,6,1
586,Conqueror,"Un carabiniere era anche lui seduto sulla porta, all ’ ombra, e guardava il piroscafo.",['lui'],['piroscafo'],['carabiniere'],[],['sedere'],['sedere'],[],[],1,2,1
587,Conqueror,"Un altro carabiniere in calzoncini era là in fondo, appoggiato a un arco e si faceva aria con un ven",['carabiniere'],['aria'],[],[],[],[],[],[],1,1,0
588,Conqueror,"Certo, un altro carabiniere stava aspettandomi nel quadrato degli ufficiali, leggendo il giornale, c",['carabiniere'],"['giornale', 'orologio']",[],[],['aspettare'],[],[],['aspettare'],1,2,0
589,Conqueror,L ’ infermiere sapeva il mio nome.,['infermiere'],['nome'],[],[],['sapere'],[],['sapere'],[],1,1,0
590,Conqueror,"Lo sapevano tutti, il mio nome.","['tutto', 'nome']",['lo'],[],[],"['sapere', 'sapere']",[],['sapere'],[],2,1,0
591,Conqueror,"Resta la mano fasciata, il colore dei capelli, e altri particolari che il dottore deve aver notato, ","['mano', 'dottore']",['che'],[],[],"['restare', 'notare']",[],['notare'],['restare'],2,1,0
592,Conqueror,"Cercava forse una casa dove trascorrere il pomeriggio, prima di rituffarsi in quella pentola: ma qua",[],"['casa', 'pomeriggio', 'lo']",[],[],[],[],[],[],0,3,0
593,Conqueror,"Entrammo in una casa, il fuochista aveva certamente fretta di restare solo con la donna",['fuochista'],['fretta'],[],[],['avere'],[],['avere'],[],1,1,0
594,Conqueror,"Lo ascoltavo e rammentai il soldato che avevo lasciato solo sul suo autocarro capovolto, alla prima ","['soldato', 'che', 'fuochista', 'io']",['lo'],[],[],"['rammentare', 'lasciare', 'parlare', 'parlare']",[],[],"['rammentare', 'lasciare', 'parlare', 'parlare']",4,1,0
595,Conqueror,"Doveva sentirsi ferito nel suo orgoglio, oppure fingeva; anzi quei due si stavano strizzando l ’ occ",['due'],"['occhio', 'risa']",[],[],['strizzare'],[],['strizzare'],[],1,2,0
596,Conqueror,"Decisi che potevo fidarmi, era proprio il tipo che vive di rischi: una larga faccia segnata da rughe","['che', 'che']",['sguardo'],[],['ruga'],"['vivere', 'saettare']",[],[],"['vivere', 'saettare']",2,1,0
597,Conqueror,"Aveva in testa un berretto bianco con la visiera e l ’ ancora, uno di quei berretti che a Napoli por","['che', 'che']","['berretto', 'venditore', 'lo', 'ragazzo']",[],[],"['portare', 'fare']",[],"['portare', 'fare']",[],2,4,0
598,Conqueror,"Non supponeva quali nuove speranze, quale nuova fiducia mi stava dando il suo berretto.",['fiducia'],"['speranza', 'berretto']",[],[],['dare'],[],['dare'],[],1,2,0
599,Conqueror,"Uscì dal paravento, seminudo, aveva un asciugamano attorno al ventre e con un altro asciugamano si s",['petto'],['asciugamano'],[],[],['strofinare'],[],[],['strofinare'],1,1,0
600,Conqueror,"Era di un color pallido, aveva petto femminile e gambe gracili e sempre più il suo volto esprimeva u","['volto', 'che']","['petto', 'mistero']",[],[],"['esprimere', 'risolvere']",[],['esprimere'],['risolvere'],2,2,0
601,Conqueror,"Il suo ventre, non più trattenuto, prorompeva solenne.",['ventre'],[],[],[],['proromperare'],[],[],['proromperare'],1,0,0
602,Conqueror,Dovevo essergli simpatico.,[],[],[],[],[],[],[],[],0,0,0
603,Conqueror,"Ero, ai suoi occhi, uno di quegli ufficiali di cui si favoleggia in ogni reggimento, incapaci di far","['che', 'c']","['cosa', 'polveriera']",[],[],['addormentare'],[],[],['addormentare'],2,2,0
604,Conqueror,Ed era troppo soddisfatto di sé per non trovarmi simpatico.,[],[],[],[],[],[],[],[],0,0,0
605,Conqueror,"Si sentiva molto giovane, amato e soprattutto per la sua nuova, inaspettata giovinezza che io gli av",['io'],['che'],[],[],['rivelare'],[],['rivelare'],[],1,1,0
606,Conqueror,"Avevo sorpreso un lato nuovo, scapigliato della sua esistenza e di ciò doveva sentirsi felice.",[],['lato'],[],[],[],[],[],[],0,1,0
607,Conqueror,"Deposta ormai la gravità del suo grado, che l ’ aveva spinto a consigliarmi di radermi, quella prima","['che', 'c']","['lo', 'complicità']",['gravità'],[],"['spingere', 'incontrare']",['depostare'],['spingere'],['incontrare'],2,3,1
608,Conqueror,"Poteva, sì, trattarmi come un ragazzo, con la degnazione protettrice che gli uomini molto pratici e ","['uomo', 'che']","['giovane', 'lo']",['s'],[],"['porre', 'essere']",['liberare'],['essere'],['porre'],2,3,1
609,Conqueror,"Mi batteva la mano sulla spalla con un gesto cordiale, scusandomi se non ero come lui, se non avevo ",[],"['mano', 'fortune', 'valore']",[],[],[],[],[],[],0,3,0
610,Conqueror,"Perciò mi trattava come un ragazzo che deve molto imparare dalla vita, un ragazzo che insegue gli ot","['che', 'che', 'popolo']","['ottimismo', 'indigeno', 'virtù', 'che']",[],[],"['imparare', 'inseguire', 'perdere']",[],"['inseguire', 'perdere']",['imparare'],3,4,0
611,Conqueror,"Avevo molto da imparare da lui, di questo eravamo convinti tutti e due.",['tutto'],[],[],[],['convincere'],[],[],['convincere'],1,0,0
612,Conqueror,"Sì, dovevo essergli simpatico.",[],[],[],[],[],[],[],[],0,0,0
613,Conqueror,"Mi accorgevo che a volte la sua sicura eleganza si scomponeva in modi più familiari, perdendo ogni v",['eleganza'],['volgarità'],[],[],['scomporre'],[],[],['scomporre'],1,1,0
614,Conqueror,"Ma in quegli istanti invecchiava e di qui il suo sorriso perenne, il furbo ammiccare degli occhi.",[],[],[],[],[],[],[],[],0,0,0
615,Conqueror,Lottava contro la sua decadenza.,[],[],[],[],[],[],[],[],0,0,0
616,Conqueror,Guardava il porto diversamente da me.,[],['porto'],[],[],[],[],[],[],0,1,0
617,Conqueror,"Io lo vedevo come la stazione della mia fuga, lui come una baracca più grande.",['io'],['lo'],[],[],['vedere'],[],['vedere'],[],1,1,0
618,Conqueror,Non era nemmeno furto.,[],[],[],[],[],[],[],[],0,0,0
619,Conqueror,"Al ritorno, il maggiore seguiterebbe a usare la sua seconda giovinezza, aiutandosi con i guadagni ch","['maggiore', 'che']",['giovinezza'],[],[],"['seguitare', 'accumulare']",[],[],"['seguitare', 'accumulare']",2,1,0
620,Conqueror,La moglie sarebbe rimasta nel portaritratti.,['moglie'],[],[],[],['rimanere'],[],[],['rimanere'],1,0,0
621,Conqueror,"Era il suo posto, ormai, e non sembrava scontenta di starci.",[],[],[],[],[],[],[],[],0,0,0
622,Conqueror,dal suo volto che improvvisamente cedeva alla stanchezza del giuoco che s ’ era imposto.,['che'],[],"['che', 's']",[],['cedere'],"['imporre', 'imporre']",[],['cedere'],1,2,2
623,Conqueror,"Li spiegazzava, porgendomeli, quasi per sentirne l ’ amato fruscio sino all ’ ultimo.",[],"['li', 'li', 'fruscio']",[],[],[],[],[],[],0,3,0
624,Conqueror,"Capii che la mia richiesta l ’ avrebbe sorpreso, forse indignato o addirittura messo in sospetto",['richiesta'],['lo'],[],[],['sorprendere'],[],['sorprendere'],[],1,1,0
625,Conqueror,"Rassicurato da queste parole, il maggiore insisté che prendessi il denaro, voleva mettermelo in tasc","['insisté', 'io']",['denaro'],[],['parola'],"['mettere', 'ripetere']",[],[],"['mettere', 'ripetere']",2,1,0
626,Conqueror,"Lo rividi passeggiare su e giù davanti alla casa delle due ragazze, col suo vecchio sussiego che mas",['che'],"['lo', 'libidina']",[],[],['mascherare'],[],['mascherare'],[],1,2,0
627,Conqueror,"Era veramente sincero quando, battendomi una mano sulla spalla, per salutarmi, disse: « Per qualunqu",[],"['mano', 'mi']",[],[],[],[],[],[],0,2,0
628,Conqueror,"Mentre ripeteva questa profferta, spalancava gli occhi generosamente e tutto il suo viso rossiccio, ",['viso'],"['profferta', 'occhio']",[],[],['illuminare'],[],[],['illuminare'],1,2,0
629,Conqueror,Il maggiore sorrise: ero incorreggibile.,['maggiore'],[],[],[],['sorridere'],[],[],['sorridere'],1,0,0
630,Conqueror,Il maggiore non aveva neanche celato di quale natura fossero i sentimenti che nutriva verso la mogli,"['maggiore', 'che']",['la'],[],[],"['celare', 'nutrire']",[],[],"['celare', 'nutrire']",2,1,0
631,Conqueror,La nuova fortuna accumulata gli faceva certo sembrare la donna del portaritratti un ostacolo al suo ,['fortuna'],"['donna', 'ostacolo']",[],[],['fare'],[],[],['fare'],1,2,0
632,Conqueror,"che, a parte la sua tardiva vanità, era un brav ’ uomo e aveva preso a benvolermi, stimandomi inadat","['che', 'vanità']",['mi'],[],[],[],[],[],[],2,1,0
633,Conqueror,"Adesso, il maggiore, che mi stima un giovane ancora salvabile, degno di fiducia e che sente in ogni ","['che', 'che']","['giovane', 'ammirazione']",[],[],"['stimare', 'sentire']",[],"['stimare', 'sentire']",[],2,2,0
634,Conqueror,"(forse il suo modo di camminare, il gesto di accomodarsi il cinturone, la sua aria imbronciata che m",['che'],"['cinturone', 'libidina']",[],[],['mascherare'],[],['mascherare'],[],1,2,0
635,Conqueror,"Quando gli dissi di fermare, frenò di colpo e parve soddisfatto di come funzionavano i freni.",['freno'],[],[],[],['funzionare'],[],[],['funzionare'],1,0,0
636,Conqueror,"Sì, sospettava qualcosa.",['qualcosa'],[],[],[],['sospettare'],[],[],['sospettare'],1,0,0
637,Conqueror,"E mi fissò calmo, aspettando che aprissi lo zaino e gli consegnassi il denaro.",[],"['zaino', 'denaro']",[],[],[],[],[],[],0,2,0
638,Conqueror,"Queste parole mi dicevano che sapeva, e soltanto per incredulità non vi aveva accennato prima.",['parola'],[],[],[],['dire'],[],[],['dire'],1,0,0
639,Conqueror,Ma adesso aveva le prove,[],['prova'],[],[],[],[],[],[],0,1,0
640,Conqueror,"Poi rapido mi venne incontro, credetti che volesse picchiarmi, sembrava anzi deciso a farla finita, ",['farabutto'],"['mi', 'la']",[],[],['urlare'],[],[],['urlare'],1,2,0
641,Conqueror,"Correva, il camion, il maggiore si fidava dei freni e i freni, infatti, funzionavano.","['camion', 'freno']",[],[],[],"['fidare', 'funzionare']",[],[],"['fidare', 'funzionare']",2,0,0
642,Conqueror,"Ma non avrebbe funzionato la ruota e la denuncia sarebbe rimasta tra i suoi pensieri, tra gli ultimi","['denuncia', 'verme']",['ruota'],[],[],"['rimanere', 'mangiare']",[],[],"['rimanere', 'mangiare']",2,1,0
643,Conqueror,"“ L ’ ingegnere e l ’ indigena, caro dottore, si uccidono scambievolmente e ciascuno col mezzo di cu",['ingegnere'],[],[],[],['uccidere'],[],[],['uccidere'],1,0,0
644,Conqueror,L ’ ingegnere uccide da uomo pratico che non ha tempo per verificare un fenomeno già sufficientement,"['ingegnere', 'che']","['tempo', 'fenomeno', 'conseguenza', 'atto']",[],[],"['uccidere', 'avere']",[],['avere'],['uccidere'],2,4,0
645,Conqueror,"L ’ indigena uccide come uccide la sua terra, con tutto il tempo, del quale ha un concetto così sbag",['indigeno'],"['terra', 'concetto']",[],[],['uccidere'],[],[],['uccidere'],1,2,0
646,Conqueror,"Avanzavano placidamente, già stanchi, parlando un dialetto che non conoscevo.",['che'],['dialetto'],[],[],['conoscere'],[],[],['conoscere'],1,1,0
647,Conqueror,Uno dei soldati aveva il fucile tra le mani e cercava con gli occhi un bersaglio che valesse la cart,"['uno', 'che', 'altro']","['fucile', 'bersaglio', 'cartuccia', 'lo', 'sudore']",[],[],"['avere', 'valere', 'precedere']",[],"['avere', 'valere', 'precedere']",[],3,5,0
648,Conqueror,"Quando furono più vicini, vidi che erano carabinieri e avevano sparato per ingannare il silenzio di ",[],['silenzio'],[],[],[],[],[],[],0,1,0
649,Conqueror,Per fortuna non mi distrassi troppo e potei così vedere in tempo i due carabinieri che tornavano di ,['che'],"['carabiniere', 'sentiero']",[],[],['tornare'],[],['tornare'],[],1,2,0
650,Conqueror,"Tra un mese o due, il maggiore avrebbe persino dimenticato la mia esistenza, mentre ora il suo desid","['maggiore', 'desiderio']","['esistenza', 'trappola']",[],[],"['dimenticare', 'fare']",[],"['dimenticare', 'fare']",[],2,2,0
651,Conqueror,Supponeva davvero che non avrei osato traversare il fiume ?,[],['fiume'],[],[],[],[],[],[],0,1,0
652,Conqueror,Supponeva che sarei rimasto tra le montagne ?,[],[],[],[],[],[],[],[],0,0,0
653,Conqueror,L ’ avevano forse abbandonato su altri sentieri e il soldato non era stato capace di sparargli nell ,"['L', 'soldato']","['orecchio', 'zoccolo', 'morte']",[],[],['abbandonare'],[],[],['abbandonare'],2,3,0
654,Conqueror,"I carabinieri avrebbero esitato prima di chiedermi le carte, dicendo: « Non può essere lui »",['carabiniere'],['carta'],[],[],['esitare'],[],[],['esitare'],1,1,0
655,Conqueror,Perché la barba richiede quelle cure quotidiane e quella mancanza di immaginazione che un fuggiasco ,"['barba', 'fuggiasco']","['cura', 'che']",[],[],"['richiedere', 'possedere']",[],"['richiedere', 'possedere']",[],2,2,0
656,Conqueror,Avrei scommesso il denaro che avevo in tasca (anche il denaro rubato) che per fedeltà al suo timido ,"['che', 'che']","['denaro', 'qualcuno']",[],[],"['avere', 'rammentare']",[],['rammentare'],['avere'],2,2,0
657,Conqueror,"Oppure, temevo una parafrasi suggeritagli dal suo umore giovanile e imprudente.",['parafrasi'],[],[],['umore'],['temere'],[],[],['temere'],1,0,0
658,Conqueror,"O qualcosa sul Paradiso che si conquista, a volte, con le pessime azioni.",['che'],[],[],[],['conquista'],[],[],['conquista'],1,0,0
659,Conqueror,"O la rinunzia a cavare una morale da fatti che obbediscono al caso, e quindi, la rinuncia a cercare ",['che'],"['la', 'morale', 'morale']",[],[],['obbedire'],[],[],['obbedire'],1,3,0
660,Conqueror,Forse pensava.,[],[],[],[],[],[],[],[],0,0,0
661,Conqueror,O trovava la mia storia poco convincente e rimpiangeva le ore rubate al sonno,[],"['storia', 'ora']",[],[],[],[],[],[],0,2,0
662,Conqueror,A meno che non ascoltasse le voci dei soldati che ancora cantavano di gioia per quell ’ ultima notte,['che'],['voce'],[],[],['cantare'],[],[],['cantare'],1,1,0
663,Conqueror,"I soldati non smettevano di cantare, aspettavano l ’ alba, per convincersi che non v ’ erano contror",['soldato'],['alba'],[],[],['smettere'],[],[],['smettere'],1,1,0
664,Conqueror,Ancora quattro giorni e poi il fremere delle macchine del piroscafo li avrebbe rassicurati del tutto,['fremere'],['li'],[],[],['rassicurare'],[],['rassicurare'],[],1,1,0
665,Conqueror,Non avrebbero trovato nemmeno la forza di salutare la folla della banchina.,[],"['forza', 'folla']",[],[],[],[],[],[],0,2,0
666,Conqueror,"Quel misantropo voleva invitarmi ad accettare la mia condizione di « intoccabile », ma non impormi q",['misantropo'],"['condizione', 'quello']",[],[],['invitare'],[],[],['invitare'],1,2,0
667,Conqueror,"Forse pensava che era già sufficiente la condanna scritta sulla mia mano (fasciata con troppa cura),",['condanna'],['altro'],[],[],[],[],[],[],1,1,0
668,Conqueror,(Pensavo che il sottotenente aveva un ’ inguaribile tendenza alle complicazioni.),['sottotenente'],['tendenza'],[],[],['avere'],[],['avere'],[],1,1,0
669,Conqueror,"« Ebbene, » continuò « gli operai del cantiere, sempre in cerca di un pretesto per divertirsi, fecer","['operaio', 'donna']",[],[],[],['fare'],[],[],['fare'],2,0,0
670,Conqueror,"E, il giorno dopo, disgraziatamente, passarono gli zaptié, più preoccupati di offrire un esempio, ch",['zaptié'],"['esempio', 'inchiesta']",[],[],['passare'],[],[],['passare'],1,2,0
671,Conqueror,"(In verità, pensavo che il sottotenente aveva non solo la tendenza ma il vizio delle complicazioni.)",['sottotenente'],['tendenza'],[],[],['avere'],[],['avere'],[],1,1,0
672,Conqueror,"Forse il telefono era guasto e, strada facendo, il maggiore avrà considerato con prudenza la sua sit","['telefono', 'strada', 'maggiore']",['situazione'],[],[],"['fare', 'considerare']",[],['considerare'],['fare'],3,1,0
673,Conqueror,"Se passò il ponte senza telefonare (escludiamo che il telefono fosse guasto, perché la linea è doppi","['ponte', 'telefono', 'linea']",['altopiano'],[],[],['passare'],[],[],['passare'],3,1,0
674,Conqueror,"Ossia, dobbiamo supporre che non voleva denunciarti.",[],[],[],[],[],[],[],[],0,0,0
675,Conqueror,"E questa decisione non la prese strada facendo; la prese, invece, risalendo sul camion dopo la discu","['decisione', 'che']","['la', 'strada', 'la']",[],[],"['prendere', 'avere']",[],['prendere'],['avere'],2,3,0
676,Conqueror,"Dunque, rinunciò sin dal primo momento alla denuncia.",[],[],[],[],[],[],[],[],0,0,0
677,Conqueror,Non dando peso alle chiacchiere di Mariam egli s ’ era già rassegnato all ’ idea del furto.,['egli'],['peso'],[],[],['rassegnare'],[],[],['rassegnare'],1,1,0
678,Conqueror,Inconsciamente rassegnato. »,[],[],[],[],[],[],[],[],0,0,0
679,Conqueror,O forse perché accettò il tuo consiglio di rifarsi del denaro con un altro viaggio.,[],['consiglio'],[],[],[],[],[],[],0,1,0
680,Conqueror,Il maggiore non può avere provato paura. »,['maggiore'],['paura'],[],[],['provare'],[],['provare'],[],1,1,0
681,Conqueror,"Soltanto quando ebbe ripetuto più volte la frase, sorpreso anche lui che non accettassi la fine tocc",['che'],"['frase', 'fine']",['lui'],[],['accettare'],['sorprendere'],['accettare'],[],1,3,1
682,Conqueror,"Stava divertendosi, esaurendo le ultime battute, per concludere senza rimorsi quella lunga notte, l ",[],"['battuta', 'notte']",[],[],[],[],[],[],0,2,0
683,Conqueror,Voleva che tutti sentissero la sveglia del giorno che aveva atteso per due anni.,"['tutto', 'che']",['sveglia'],[],[],"['sentire', 'attendere']",[],['sentire'],['attendere'],2,1,0
